Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Cost of good sold,Selling price
848-07-1692,B,San Francisco,Normal,Female,Health and beauty,57.22,2,5.72,120.162,1/12/2019,17:13,Ewallet,114.44,154.49
745-71-3520,A,New York,Member,Female,Electronic accessories,25.22,7,8.83,185.367,2/4/2019,10:23,Cash,176.54,247.16
266-76-6436,C,Los Angeles,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,125.06
740-22-2500,C,Los Angeles,Normal,Female,Electronic accessories,84.05,3,12.61,264.7575,1/23/2019,13:29,Cash,252.15,353.01
271-88-8734,C,Los Angeles,Member,Female,Food and beverages,97.21,10,48.61,1020.705,2/8/2019,13:00,Credit card,972.1,1049.87
301-81-8610,B,San Francisco,Member,Male,Food and beverages,25.42,8,10.17,213.528,3/19/2019,19:42,Credit card,203.36,219.63
489-64-4354,C,Los Angeles,Normal,Male,Food and beverages,16.28,1,0.81,17.094,3/9/2019,15:36,Cash,16.28,17.58
198-84-7132,B,San Francisco,Member,Male,Food and beverages,40.61,9,18.27,383.7645,1/2/2019,13:40,Cash,365.49,394.73
269-10-8440,A,New York,Member,Male,Health and beauty,53.17,7,18.61,390.7995,1/21/2019,18:01,Cash,372.19,502.46
650-98-6268,B,San Francisco,Member,Female,Food and beverages,20.87,3,3.13,65.7405,3/20/2019,13:53,Credit card,62.61,67.62
741-73-3559,B,San Francisco,Normal,Male,Food and beverages,67.27,5,16.82,353.1675,2/27/2019,17:27,Cash,336.35,363.26
325-77-6186,A,New York,Member,Female,Home and lifestyle,90.65,10,45.33,951.825,3/8/2019,10:53,Ewallet,906.5,1223.78
286-75-7818,B,San Francisco,Normal,Male,Food and beverages,69.08,2,6.91,145.068,1/31/2019,19:48,Credit card,138.16,149.21
574-57-9721,C,Los Angeles,Normal,Male,Food and beverages,43.27,2,4.33,90.867,3/8/2019,16:53,Ewallet,86.54,93.46
459-50-7686,A,New York,Normal,Female,Electronic accessories,23.46,6,7.04,147.798,1/13/2019,19:14,Ewallet,140.76,197.06
616-87-0016,B,San Francisco,Normal,Male,Food and beverages,95.54,7,33.44,702.219,3/9/2019,14:36,Credit card,668.78,722.28
837-55-7229,B,San Francisco,Normal,Female,Food and beverages,47.44,1,2.37,49.812,2/22/2019,18:19,Credit card,47.44,51.24
751-69-0068,C,Los Angeles,Normal,Male,Food and beverages,99.24,9,44.66,937.818,3/19/2019,19:09,Ewallet,893.16,964.61
257-73-1380,C,Los Angeles,Member,Male,Food and beverages,82.93,4,16.59,348.306,1/20/2019,16:51,Ewallet,331.72,358.26
345-08-4992,A,New York,Normal,Male,Home and lifestyle,33.99,6,10.2,214.137,3/8/2019,15:37,Credit card,203.94,275.32
549-96-4200,C,Los Angeles,Member,Male,Food and beverages,17.04,4,3.41,71.568,3/8/2019,20:15,Ewallet,68.16,73.61
810-60-6344,C,Los Angeles,Normal,Female,Electronic accessories,40.86,8,16.34,343.224,2/7/2019,14:38,Credit card,326.88,457.63
450-28-2866,C,Los Angeles,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,87.2,94.18
394-30-3170,B,San Francisco,Member,Female,Food and beverages,88.43,8,35.37,742.812,3/22/2019,19:35,Credit card,707.44,764.04
138-17-5109,A,New York,Member,Female,Home and lifestyle,89.21,9,40.14,843.0345,1/15/2019,15:42,Credit card,802.89,1083.9
192-98-7397,C,Los Angeles,Normal,Male,Food and beverages,12.78,1,0.64,13.419,1/8/2019,14:11,Ewallet,12.78,13.8
301-11-9629,A,New York,Normal,Female,Food and beverages,19.1,7,6.69,140.385,1/15/2019,10:43,Cash,133.7,144.4
390-80-5128,B,San Francisco,Member,Female,Health and beauty,19.15,1,0.96,20.1075,1/28/2019,17:58,Credit card,19.15,25.85
235-46-8343,C,Los Angeles,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,276.6,298.73
453-12-7053,C,Los Angeles,Normal,Male,Food and beverages,45.74,3,6.86,144.081,3/10/2019,17:38,Credit card,137.22,148.2
296-11-7041,B,San Francisco,Member,Female,Health and beauty,27.07,1,1.35,28.4235,1/12/2019,20:07,Credit card,27.07,36.54
449-27-2918,B,San Francisco,Member,Female,Food and beverages,39.12,1,1.96,41.076,3/26/2019,11:02,Credit card,39.12,42.25
891-01-7034,B,San Francisco,Normal,Female,Electronic accessories,74.71,6,22.41,470.673,1/1/2019,19:07,Cash,448.26,627.56
744-09-5786,B,San Francisco,Normal,Male,Electronic accessories,22.01,6,6.6,138.663,1/2/2019,18:50,Cash,132.06,184.88
727-17-0390,A,New York,Normal,Female,Food and beverages,63.61,5,15.9,333.9525,3/16/2019,12:43,Ewallet,318.05,343.49
568-88-3448,A,New York,Normal,Male,Health and beauty,25,1,1.25,26.25,3/3/2019,15:09,Ewallet,25,33.75
187-83-5490,A,New York,Member,Male,Electronic accessories,20.77,4,4.15,87.234,1/31/2019,13:47,Cash,83.08,116.31
767-54-1907,B,San Francisco,Member,Female,Food and beverages,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,147.8,159.62
710-46-4433,B,San Francisco,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,696.6,752.33
533-33-5337,B,San Francisco,Normal,Male,Electronic accessories,79.39,10,39.7,833.595,2/7/2019,20:24,Cash,793.9,1111.46
325-90-8763,C,Los Angeles,Member,Female,Electronic accessories,46.57,10,23.29,488.985,1/27/2019,13:58,Cash,465.7,651.98
729-46-7422,C,Los Angeles,Normal,Male,Food and beverages,35.89,1,1.79,37.6845,2/23/2019,16:52,Credit card,35.89,38.76
639-76-1242,C,Los Angeles,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19,Cash,202.6,218.81
234-03-4040,B,San Francisco,Member,Female,Food and beverages,73.05,10,36.53,767.025,3/3/2019,12:25,Credit card,730.5,788.94
326-71-2155,C,Los Angeles,Normal,Female,Food and beverages,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,295.8,319.46
320-32-8842,C,Los Angeles,Member,Female,Food and beverages,22.62,1,1.13,23.751,3/17/2019,18:58,Cash,22.62,24.43
470-32-9057,A,New York,Member,Male,Food and beverages,51.34,5,12.84,269.535,3/28/2019,15:31,Credit card,256.7,277.24
878-30-2331,C,Los Angeles,Member,Female,Food and beverages,54.55,10,27.28,572.775,3/2/2019,11:22,Credit card,545.5,589.14
440-59-5691,C,Los Angeles,Member,Female,Health and beauty,37.15,7,13,273.0525,2/8/2019,13:12,Credit card,260.05,351.07
554-53-3790,B,San Francisco,Normal,Male,Food and beverages,37.02,6,11.11,233.226,3/22/2019,18:33,Cash,222.12,239.89
746-19-0921,C,Los Angeles,Normal,Male,Food and beverages,21.58,1,1.08,22.659,2/9/2019,10:02,Ewallet,21.58,23.31
233-34-0817,C,Los Angeles,Member,Female,Electronic accessories,98.84,1,4.94,103.782,2/15/2019,11:21,Cash,98.84,138.38
767-05-1286,C,Los Angeles,Member,Female,Home and lifestyle,83.77,6,25.13,527.751,1/23/2019,12:10,Ewallet,502.62,678.54
340-21-9136,A,New York,Member,Female,Food and beverages,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,160.2,173.02
405-31-3305,A,New York,Member,Male,Food and beverages,43.13,10,21.57,452.865,2/2/2019,18:31,Credit card,431.3,465.8
731-59-7531,B,San Francisco,Member,Male,Health and beauty,72.57,8,29.03,609.588,3/30/2019,17:58,Cash,580.56,783.76
676-39-6028,A,New York,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,322.2,451.08
502-05-1910,A,New York,Normal,Male,Health and beauty,65.18,3,9.78,205.317,2/25/2019,20:35,Credit card,195.54,263.98
485-30-8700,A,New York,Normal,Female,Food and beverages,33.26,5,8.32,174.615,3/18/2019,16:10,Credit card,166.3,179.6
598-47-9715,C,Los Angeles,Normal,Male,Electronic accessories,84.07,4,16.81,353.094,3/7/2019,16:54,Ewallet,336.28,470.79
701-69-8742,B,San Francisco,Normal,Male,Food and beverages,34.37,10,17.19,360.885,3/16/2019,10:11,Ewallet,343.7,371.2
575-67-1508,A,New York,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,38.6,54.04
541-08-3113,C,Los Angeles,Normal,Male,Food and beverages,65.97,8,26.39,554.148,2/2/2019,20:29,Cash,527.76,569.98
246-11-3901,C,Los Angeles,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,328,459.2
674-15-9296,A,New York,Normal,Male,Food and beverages,37.14,5,9.29,194.985,1/8/2019,13:05,Ewallet,185.7,200.56
305-18-3552,B,San Francisco,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,603.8,815.13
493-65-6248,C,Los Angeles,Member,Female,Food and beverages,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,369.8,399.38
438-01-4015,B,San Francisco,Member,Female,Food and beverages,49.49,4,9.9,207.858,3/21/2019,15:25,Ewallet,197.96,213.8
709-58-4068,B,San Francisco,Normal,Female,Food and beverages,41.09,10,20.55,431.445,2/28/2019,14:42,Cash,410.9,443.77
795-49-7276,A,New York,Normal,Male,Food and beverages,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,148.6,160.49
556-72-8512,C,Los Angeles,Normal,Male,Home and lifestyle,22.96,1,1.15,24.108,1/30/2019,20:47,Cash,22.96,31
627-95-3243,B,San Francisco,Member,Female,Home and lifestyle,77.68,9,34.96,734.076,2/4/2019,13:21,Ewallet,699.12,943.81
686-41-0932,B,San Francisco,Normal,Female,Food and beverages,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,69.4,74.95
510-09-5628,A,New York,Member,Female,Food and beverages,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,196.6,212.33
608-04-3797,B,San Francisco,Member,Female,Health and beauty,25.32,8,10.13,212.688,3/5/2019,20:24,Ewallet,202.56,273.46
148-82-2527,C,Los Angeles,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,121.2,163.62
437-53-3084,B,San Francisco,Normal,Male,Food and beverages,99.89,2,9.99,209.769,2/26/2019,11:48,Ewallet,199.78,215.76
632-32-4574,B,San Francisco,Normal,Male,Food and beverages,75.92,8,30.37,637.728,3/20/2019,14:14,Cash,607.36,655.95
556-97-7101,C,Los Angeles,Normal,Female,Electronic accessories,63.22,2,6.32,132.762,1/1/2019,15:51,Cash,126.44,177.02
862-59-8517,C,Los Angeles,Normal,Female,Food and beverages,90.24,6,27.07,568.512,1/27/2019,11:17,Cash,541.44,584.76
401-18-8016,B,San Francisco,Member,Female,Food and beverages,98.13,1,4.91,103.0365,1/21/2019,17:36,Cash,98.13,105.98
420-18-8989,A,New York,Member,Female,Food and beverages,51.52,8,20.61,432.768,2/2/2019,15:47,Cash,412.16,445.13
277-63-2961,B,San Francisco,Member,Male,Food and beverages,73.97,1,3.7,77.6685,2/3/2019,15:53,Credit card,73.97,79.89
573-98-8548,C,Los Angeles,Member,Female,Food and beverages,31.9,1,1.6,33.495,1/5/2019,12:40,Ewallet,31.9,34.45
620-02-2046,C,Los Angeles,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,138.8,187.38
282-35-2475,B,San Francisco,Normal,Female,Food and beverages,93.31,2,9.33,195.951,3/25/2019,17:53,Cash,186.62,201.55
511-54-3087,B,San Francisco,Normal,Male,Food and beverages,88.45,1,4.42,92.8725,2/25/2019,16:36,Credit card,88.45,95.53
726-29-6793,A,New York,Member,Male,Electronic accessories,24.18,8,9.67,203.112,1/28/2019,20:54,Ewallet,193.44,270.82
387-49-4215,B,San Francisco,Member,Female,Food and beverages,48.5,3,7.28,152.775,1/8/2019,12:50,Cash,145.5,157.14
862-17-9201,B,San Francisco,Normal,Female,Food and beverages,84.05,6,25.22,529.515,1/29/2019,10:48,Credit card,504.3,544.64
291-21-5991,B,San Francisco,Member,Male,Health and beauty,61.29,5,15.32,321.7725,3/29/2019,14:28,Cash,306.45,413.71
602-80-9671,C,Los Angeles,Member,Female,Home and lifestyle,15.95,6,4.79,100.485,2/9/2019,17:15,Credit card,95.7,129.2
347-72-6115,B,San Francisco,Member,Female,Food and beverages,90.74,7,31.76,666.939,1/16/2019,18:03,Credit card,635.18,685.99
209-61-0206,A,New York,Normal,Female,Home and lifestyle,42.91,5,10.73,225.2775,1/5/2019,17:29,Ewallet,214.55,289.64
595-27-4851,A,New York,Normal,Female,Food and beverages,54.28,7,19,398.958,1/27/2019,18:05,Ewallet,379.96,410.36
189-52-0236,A,New York,Normal,Male,Electronic accessories,99.55,7,34.84,731.6925,3/14/2019,12:07,Cash,696.85,975.59
503-07-0930,C,Los Angeles,Member,Male,Food and beverages,58.39,7,20.44,429.1665,2/23/2019,19:49,Credit card,408.73,441.43
413-20-6708,C,Los Angeles,Member,Female,Food and beverages,51.47,1,2.57,54.0435,3/18/2019,15:52,Ewallet,51.47,55.59
425-85-2085,B,San Francisco,Member,Male,Health and beauty,54.86,5,13.72,288.015,3/29/2019,16:48,Ewallet,274.3,370.31
521-18-7827,C,Los Angeles,Member,Male,Home and lifestyle,39.39,5,9.85,206.7975,1/22/2019,20:46,Credit card,196.95,265.88
220-28-1851,A,New York,Normal,Male,Home and lifestyle,34.73,2,3.47,72.933,3/1/2019,18:14,Ewallet,69.46,93.77
600-38-9738,C,Los Angeles,Member,Male,Food and beverages,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,359.6,388.37
734-91-1155,B,San Francisco,Normal,Female,Electronic accessories,45.71,3,6.86,143.9865,3/26/2019,10:34,Credit card,137.13,191.98
451-28-5717,C,Los Angeles,Member,Female,Home and lifestyle,83.17,6,24.95,523.971,3/20/2019,11:23,Cash,499.02,673.68
609-81-8548,A,New York,Member,Female,Home and lifestyle,37.44,6,11.23,235.872,2/6/2019,13:55,Credit card,224.64,303.26
133-14-7229,C,Los Angeles,Normal,Male,Health and beauty,62.87,2,6.29,132.027,1/1/2019,11:43,Cash,125.74,169.75
534-01-4457,A,New York,Normal,Male,Food and beverages,81.71,6,24.51,514.773,1/27/2019,14:36,Credit card,490.26,529.48
719-89-8991,A,New York,Member,Female,Food and beverages,91.41,5,22.85,479.9025,2/25/2019,16:03,Ewallet,457.05,493.61
286-62-6248,B,San Francisco,Normal,Male,Food and beverages,39.21,4,7.84,164.682,1/16/2019,20:03,Credit card,156.84,169.39
339-38-9982,B,San Francisco,Member,Male,Food and beverages,59.86,2,5.99,125.706,1/13/2019,14:55,Ewallet,119.72,129.3
827-44-5872,B,San Francisco,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,543.6,587.09
827-77-7633,A,New York,Normal,Male,Food and beverages,98.09,9,44.14,926.9505,2/17/2019,19:41,Cash,882.81,953.43
287-83-1405,A,New York,Normal,Male,Health and beauty,25.43,6,7.63,160.209,2/12/2019,19:01,Ewallet,152.58,205.98
435-13-4908,A,New York,Member,Male,Food and beverages,86.68,8,34.67,728.112,1/24/2019,18:04,Credit card,693.44,748.92
857-67-9057,B,San Francisco,Normal,Male,Electronic accessories,22.95,10,11.48,240.975,2/6/2019,19:20,Ewallet,229.5,321.3
236-27-1144,C,Los Angeles,Normal,Female,Food and beverages,16.31,9,7.34,154.1295,3/26/2019,10:31,Ewallet,146.79,158.53
892-05-6689,A,New York,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,141.6,191.16
583-41-4548,C,Los Angeles,Normal,Male,Home and lifestyle,16.67,7,5.83,122.5245,2/7/2019,11:36,Ewallet,116.69,157.53
339-12-4827,B,San Francisco,Member,Female,Food and beverages,73.96,1,3.7,77.658,1/5/2019,11:32,Credit card,73.96,79.88
643-38-7867,A,New York,Normal,Male,Home and lifestyle,97.94,1,4.9,102.837,3/7/2019,11:44,Ewallet,97.94,132.22
308-81-0538,A,New York,Normal,Female,Food and beverages,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,315.58
358-88-9262,C,Los Angeles,Member,Female,Food and beverages,87.48,6,26.24,551.124,2/1/2019,18:43,Ewallet,524.88,566.87
460-35-4390,A,New York,Normal,Male,Home and lifestyle,30.68,3,4.6,96.642,1/22/2019,11:00,Ewallet,92.04,124.25
343-87-0864,C,Los Angeles,Member,Male,Health and beauty,75.88,1,3.79,79.674,1/3/2019,10:30,Credit card,75.88,102.44
173-50-1108,B,San Francisco,Member,Female,Food and beverages,20.18,4,4.04,84.756,2/13/2019,12:14,Credit card,80.72,87.18
243-47-2663,C,Los Angeles,Member,Male,Electronic accessories,18.77,6,5.63,118.251,1/28/2019,16:43,Credit card,112.62,157.67
841-18-8232,B,San Francisco,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,71.2,76.9
701-23-5550,B,San Francisco,Member,Male,Home and lifestyle,38.81,4,7.76,163.002,3/19/2019,13:40,Ewallet,155.24,209.57
647-50-1224,A,New York,Normal,Female,Food and beverages,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,294.2,317.74
541-48-8554,A,New York,Normal,Male,Food and beverages,60.95,9,27.43,575.9775,1/7/2019,12:08,Credit card,548.55,592.43
539-21-7227,B,San Francisco,Normal,Female,Food and beverages,51.54,5,12.89,270.585,1/26/2019,17:45,Cash,257.7,278.32
213-32-1216,A,New York,Normal,Female,Electronic accessories,66.06,6,19.82,416.178,1/23/2019,10:28,Cash,396.36,554.9
747-58-7183,B,San Francisco,Normal,Male,Food and beverages,57.27,3,8.59,180.4005,2/9/2019,20:31,Ewallet,171.81,185.55
582-52-8065,B,San Francisco,Normal,Female,Food and beverages,54.31,9,24.44,513.2295,2/22/2019,10:49,Cash,488.79,527.89
210-57-1719,B,San Francisco,Normal,Female,Health and beauty,58.24,9,26.21,550.368,2/5/2019,12:34,Cash,524.16,707.62
399-69-4630,C,Los Angeles,Normal,Male,Electronic accessories,22.21,6,6.66,139.923,3/7/2019,10:23,Credit card,133.26,186.56
134-75-2619,A,New York,Member,Male,Electronic accessories,19.32,7,6.76,142.002,3/25/2019,18:51,Cash,135.24,189.34
356-44-8813,B,San Francisco,Normal,Male,Home and lifestyle,37.48,3,5.62,118.062,1/20/2019,13:45,Credit card,112.44,151.79
198-66-9832,B,San Francisco,Member,Female,Food and beverages,72.04,2,7.2,151.284,2/4/2019,19:38,Cash,144.08,155.61
283-26-5248,C,Los Angeles,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,985.2,1064.02
712-39-0363,A,New York,Member,Male,Food and beverages,41.66,6,12.5,262.458,1/2/2019,15:24,Ewallet,249.96,269.96
218-59-9410,A,New York,Member,Female,Home and lifestyle,72.42,3,10.86,228.123,3/29/2019,16:54,Ewallet,217.26,293.3
174-75-0888,B,San Francisco,Normal,Male,Electronic accessories,21.58,9,9.71,203.931,3/14/2019,12:32,Cash,194.22,271.91
866-99-7614,C,Los Angeles,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,892,963.36
134-54-4720,B,San Francisco,Normal,Female,Electronic accessories,42.42,8,16.97,356.328,1/30/2019,13:58,Ewallet,339.36,475.1
760-90-2357,A,New York,Member,Male,Electronic accessories,74.51,6,22.35,469.413,3/20/2019,15:08,Ewallet,447.06,625.88
514-37-2845,B,San Francisco,Normal,Male,Food and beverages,99.25,2,9.93,208.425,3/20/2019,13:02,Cash,198.5,214.38
698-98-5964,A,New York,Normal,Female,Food and beverages,81.21,10,40.61,852.705,1/17/2019,13:01,Credit card,812.1,877.07
718-57-9773,C,Los Angeles,Normal,Female,Food and beverages,49.33,10,24.67,517.965,2/3/2019,16:40,Credit card,493.3,532.76
651-88-7328,A,New York,Normal,Female,Food and beverages,65.74,9,29.58,621.243,1/1/2019,13:55,Cash,591.66,638.99
241-11-2261,B,San Francisco,Normal,Female,Food and beverages,79.86,7,27.95,586.971,1/10/2019,10:33,Credit card,559.02,603.74
408-26-9866,C,Los Angeles,Normal,Female,Food and beverages,73.98,7,25.89,543.753,3/2/2019,16:42,Ewallet,517.86,559.29
834-83-1826,B,San Francisco,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,410.2,553.77
343-61-3544,B,San Francisco,Member,Male,Food and beverages,26.67,10,13.34,280.035,1/29/2019,11:48,Cash,266.7,288.04
239-48-4278,A,New York,Member,Male,Food and beverages,10.13,7,3.55,74.4555,3/10/2019,19:35,Ewallet,70.91,76.58
355-34-6244,B,San Francisco,Normal,Male,Food and beverages,72.39,2,7.24,152.019,1/13/2019,19:55,Credit card,144.78,156.36
550-84-8664,A,New York,Normal,Male,Food and beverages,85.91,5,21.48,451.0275,3/22/2019,14:33,Credit card,429.55,463.91
339-96-8318,B,San Francisco,Member,Male,Food and beverages,81.31,7,28.46,597.6285,3/1/2019,19:49,Ewallet,569.17,614.7
458-61-0011,B,San Francisco,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,241.2,260.5
592-34-6155,C,Los Angeles,Normal,Male,Food and beverages,31.77,4,6.35,133.434,1/14/2019,14:43,Ewallet,127.08,137.25
797-88-0493,A,New York,Normal,Female,Health and beauty,64.27,4,12.85,269.934,3/26/2019,13:54,Cash,257.08,347.06
207-73-1363,B,San Francisco,Normal,Male,Health and beauty,69.51,2,6.95,145.971,3/1/2019,12:15,Ewallet,139.02,187.68
390-31-6381,C,Los Angeles,Normal,Male,Food and beverages,27.22,3,4.08,85.743,1/7/2019,12:37,Cash,81.66,88.19
443-82-0585,A,New York,Member,Female,Health and beauty,77.68,4,15.54,326.256,2/1/2019,19:54,Cash,310.72,419.47
339-18-7061,C,Los Angeles,Member,Female,Food and beverages,92.98,2,9.3,195.258,2/13/2019,15:06,Credit card,185.96,200.84
359-90-3665,B,San Francisco,Member,Female,Food and beverages,18.08,4,3.62,75.936,1/14/2019,18:03,Credit card,72.32,78.11
375-72-3056,B,San Francisco,Normal,Male,Food and beverages,63.06,3,9.46,198.639,1/19/2019,15:58,Ewallet,189.18,204.31
127-47-6963,A,New York,Normal,Male,Health and beauty,51.71,4,10.34,217.182,3/9/2019,13:53,Credit card,206.84,279.23
278-86-2735,A,New York,Normal,Female,Food and beverages,52.34,3,7.85,164.871,3/27/2019,14:03,Cash,157.02,169.58
695-28-6250,A,New York,Normal,Female,Food and beverages,43.06,5,10.77,226.065,2/4/2019,16:38,Ewallet,215.3,232.52
379-17-6588,C,Los Angeles,Normal,Male,Food and beverages,59.61,10,29.81,625.905,3/14/2019,11:07,Cash,596.1,643.79
227-50-3718,A,New York,Normal,Male,Health and beauty,14.62,5,3.66,76.755,3/4/2019,12:23,Cash,73.1,98.69
302-15-2162,C,Los Angeles,Member,Male,Health and beauty,46.53,6,13.96,293.139,3/3/2019,10:54,Credit card,279.18,376.89
788-07-8452,C,Los Angeles,Member,Female,Home and lifestyle,24.24,7,8.48,178.164,1/27/2019,17:38,Ewallet,169.68,229.07
560-49-6611,A,New York,Member,Female,Food and beverages,45.58,1,2.28,47.859,2/7/2019,14:13,Cash,45.58,49.23
880-35-0356,A,New York,Member,Female,Food and beverages,75.2,3,11.28,236.88,2/5/2019,11:51,Ewallet,225.6,243.65
585-11-6748,B,San Francisco,Member,Male,Food and beverages,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,290.4,313.63
470-31-3286,B,San Francisco,Normal,Male,Health and beauty,14.82,3,2.22,46.683,3/1/2019,11:30,Credit card,44.46,60.02
152-68-2907,A,New York,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,169.13
123-35-4896,C,Los Angeles,Normal,Female,Food and beverages,46.66,9,21,440.937,2/17/2019,19:11,Ewallet,419.94,453.54
258-69-7810,C,Los Angeles,Normal,Female,Food and beverages,36.85,5,9.21,193.4625,1/26/2019,18:53,Cash,184.25,198.99
334-64-2006,A,New York,Member,Female,Home and lifestyle,70.32,2,7.03,147.672,3/24/2019,14:22,Ewallet,140.64,189.86
219-61-4139,C,Los Angeles,Normal,Male,Electronic accessories,83.08,1,4.15,87.234,1/23/2019,17:16,Ewallet,83.08,116.31
881-41-7302,C,Los Angeles,Normal,Female,Food and beverages,64.99,1,3.25,68.2395,1/26/2019,10:06,Credit card,64.99,70.19
373-09-4567,C,Los Angeles,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,837.65
642-30-6693,B,San Francisco,Normal,Female,Food and beverages,54.51,6,16.35,343.413,3/17/2019,13:54,Ewallet,327.06,353.22
484-22-8230,C,Los Angeles,Member,Female,Food and beverages,51.89,7,18.16,381.3915,1/8/2019,20:08,Cash,363.23,392.29
830-58-2383,B,San Francisco,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,127,171.45
559-98-9873,A,New York,Member,Female,Food and beverages,53.65,7,18.78,394.3275,2/10/2019,12:56,Ewallet,375.55,405.59
544-32-5024,C,Los Angeles,Member,Female,Food and beverages,49.79,4,9.96,209.118,3/28/2019,19:16,Credit card,199.16,215.09
318-12-0304,A,New York,Normal,Male,Food and beverages,30.61,1,1.53,32.1405,1/23/2019,12:20,Ewallet,30.61,33.06
349-97-8902,B,San Francisco,Member,Male,Food and beverages,57.89,2,5.79,121.569,1/17/2019,10:37,Ewallet,115.78,125.04
421-95-9805,A,New York,Normal,Female,Electronic accessories,28.96,1,1.45,30.408,2/7/2019,10:18,Credit card,28.96,40.54
277-35-5865,C,Los Angeles,Member,Female,Food and beverages,98.97,9,44.54,935.2665,3/9/2019,11:23,Cash,890.73,961.99
789-23-8625,B,San Francisco,Member,Male,Food and beverages,93.22,3,13.98,293.643,1/24/2019,11:45,Cash,279.66,302.03
284-54-4231,C,Los Angeles,Member,Male,Food and beverages,80.93,1,4.05,84.9765,1/19/2019,16:08,Credit card,80.93,87.4
443-59-0061,A,New York,Member,Male,Food and beverages,67.45,10,33.73,708.225,2/3/2019,11:25,Ewallet,674.5,728.46
509-29-3912,A,New York,Member,Female,Food and beverages,38.72,9,17.42,365.904,3/20/2019,12:24,Ewallet,348.48,376.36
327-40-9673,B,San Francisco,Member,Male,Food and beverages,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,435.6,470.45
840-19-2096,C,Los Angeles,Member,Male,Electronic accessories,87.91,5,21.98,461.5275,3/14/2019,18:10,Ewallet,439.55,615.37
828-46-6863,A,New York,Member,Male,Food and beverages,98.53,6,29.56,620.739,1/23/2019,11:22,Credit card,591.18,638.47
641-96-3695,C,Los Angeles,Member,Female,Food and beverages,43.46,6,13.04,273.798,2/7/2019,17:55,Ewallet,260.76,281.62
420-97-3340,A,New York,Normal,Female,Food and beverages,71.68,3,10.75,225.792,3/28/2019,15:30,Credit card,215.04,232.24
436-54-4512,A,New York,Member,Female,Food and beverages,91.61,1,4.58,96.1905,3/20/2019,19:44,Cash,91.61,98.94
670-79-6321,B,San Francisco,Member,Female,Home and lifestyle,94.59,7,33.11,695.2365,1/17/2019,15:27,Credit card,662.13,893.88
852-62-7105,B,San Francisco,Normal,Female,Food and beverages,83.25,10,41.63,874.125,1/12/2019,11:25,Credit card,832.5,899.1
598-06-7312,B,San Francisco,Member,Male,Food and beverages,91.35,1,4.57,95.9175,2/16/2019,15:42,Cash,91.35,98.66
135-13-8269,B,San Francisco,Member,Female,Food and beverages,78.88,2,7.89,165.648,1/26/2019,16:04,Cash,157.76,170.38
816-57-2053,A,New York,Normal,Male,Food and beverages,60.87,2,6.09,127.827,3/9/2019,12:37,Ewallet,121.74,131.48
